FECHA DE EVENTO,CATEGORÍA PC,INSTANCIA,NOMBRE ACTIVIDAD,MODALIDAD,ÁREA,PARTICIPACIÓN CIUDADANA,DIRECCIÓN,COMUNA,DESCRIPCIÓN,INSCRIPTOS,ASISTENTES,CANTIDAD DE VOTOS,RESULTADO VOTACION,RELEVAMIENTOS DE OPINIÓN
01/12/2021,N/C,Evento,Usina Senior_1,Presencial,Secretaría de Bienestar Integral,N/C,Agustín Caffarena 1,4,"La Dirección General Ciudad Amigable para Personas Mayores solicitó colaboración a la DGPCC en la implementación de herramienta/s de participación ciudadana en un encuentro con personas mayores. Participaron personas mayores, empresas, áreas de GCBA y legislatura en la Usina del Arte con el fin de poder dialogar y diagnósticar sobre las necesidades de las personas mayores. De esta manera, las empresas y el GCBA puedan trabajar en conjunto en iniciativas, productos y servicios que respondan a dichas necesidades.",N/C,N/C,N/C,N/C,N/C
07/12/2021,N/C,Voluntariado,Dia del Voluntario,Presencial,Dirección General de Participación Ciudadana y Cercanía,N/C,N/C,14,"Encuentro con voluntarios y voluntarias para intercambiar opiniones respecto de las actividades que se realizaron durante el año 2021, y pensar posibles nuevas actividades de voluntariado.",460,85,N/C,N/C,N/C
09/12/2021,N/C,Experiencia,Experiencia Ba-Museo de Arte Moderno,Presencial,Ministerio de Cultura,N/C,Av. San Juan,1,"Se invitó a los vecinos a vivir a una Experiencia en el Museo de Arte Moderno, se les contó los procesos de restauración en general y en particular, acompañado por educadores que  contextualizaron la obra y brindar información sobre los artistas.
",678,77,N/C,N/C,N/C
09/12/2021,N/C,Reunión,Encuentros con jóvenes sobre  su proyecto de vida_1,Virtual,Ministerio de Educación,N/C,N/C,N/C,"La Subsecretaría Coordinación Pedagógica y Equidad Educativa solicitó colaboración a la DGPCC para llevar adelante encuentros virtuales con jóvenes, junto al Ministerio de Educación para intercambiar opiniones y reflexiones de cara al futuro y pensar posibles herramientas que los acompañen en su proyecto de vida.",36,22,N/C,N/C,N/C
10/12/2021,N/C,Reunión,Encuentros con jóvenes sobre  su proyecto de vida_2,Virtual,Ministerio de Educación,N/C,N/C,N/C,"La Subsecretaría Coordinación Pedagógica y Equidad Educativa solicitó colaboración a la DGPCC para llevar adelante encuentros virtuales con jóvenes, junto al Ministerio de Educación para intercambiar opiniones y reflexiones de cara al futuro y pensar posibles herramientas que los acompañen en su proyecto de vida.",27,55,N/C,N/C,N/C
15/12/2021,N/C,Reunión,Soluciones basadas en la naturaleza | Parque Saavedra_Reunión 3,Virtual,Secretaria de Transporte y Obras públicas,N/C,N/C,N/C,"La Dirección General Infraestructura Urbana de la Secretaría Transporte y Obras Públicas, solicitó colaboración a la DGPCC en la generación de una herramienta de participación ciudadana en la cual los ciudadanos y ciudadanas puedan intercambiar ideas en espacios de diálogo respecto de la posible Regeneración del Arroyo Medrano en el Parque Saavedra.
",127,23,N/C,N/C,N/C
17/12/2021,N/C,Reunión,Soluciones basadas en la naturaleza | Parque Saavedra_Reunión 5,Virtual,Secretaria de Transporte y Obras públicas,N/C,N/C,N/C,"La Dirección General Infraestructura Urbana de la Secretaría Transporte y Obras Públicas, solicitó colaboración a la DGPCC en la generación de una herramienta de participación ciudadana en la cual los ciudadanos y ciudadanas puedan intercambiar ideas en espacios de diálogo respecto de la posible Regeneración del Arroyo Medrano en el Parque Saavedra.
",114,18,N/C,N/C,N/C
17/12/2021,N/C,Voluntariado,Colecta de Fin de Año,Presencial,Ministerio de Desarrollo Humano y Habitat,N/C,Varios puntos,2,"En virtud de la colecta de fin de año llevada adelante, se invitó a los ciudadanos y ciudadanas a participar como voluntarios.",457,54,N/C,N/C,N/C
18/12/2021,N/C,Voluntariado,Jornada de Adopción de Mascotas Noviembre_4,Presencial,Secretaria de Ambiente,N/C,Av. Rivadavia y Doblas,6,"Actividad de voluntariado para que los ciudadanos y ciudadanas que así lo deseen, puedan participar en una jornada de adopción de mascotas.",203,56,N/C,N/C,N/C
21/12/2021,N/C,Reunión,Soluciones basadas en la naturaleza | Parque Saavedra_Reunión 6,Virtual,Secretaria de Transporte y Obras públicas,N/C,N/C,N/C,"La Dirección General Infraestructura Urbana de la Secretaría Transporte y Obras Públicas, solicitó colaboración a la DGPCC en la generación de una herramienta de participación ciudadana en la cual los ciudadanos y ciudadanas puedan intercambiar ideas en espacios de diálogo respecto de la posible Regeneración del Arroyo Medrano en el Parque Saavedra.
",190,12,N/C,N/C,N/C
24/01/2022,N/C,Relevamiento de opinión,Seguridad Vial,Virtual,"Dirección General Diseño e Implementación, de la Subsecretaría Planificación de la Movilidad",N/C,N/C,Todas,"El objeto fue generar una herramienta de participación ciudadana en la cual los ciudadanos y las ciudadanas, pudieran expresar sus opiniones respecto de la seguridad vial en la ciudad.
La Dirección General Participación Ciudadana y Cercanía prestó colaboración al área competente para el diseño y/o implementación de la/s herramienta/s de participación ciudadana.",N/C,N/C,N/C,3281,N/C
4/02/2022,N/C,Visita de obra,Visita de obra - Parque de la Innovación,Presencial,Secretaria de Transporte y Obras públicas,N/C,Avenida Udaondo 1370,13,"El objetivo fue realizar un recorrido con ciudadanos y ciudadanas por el predio del Parque de la Innovación.
La Dirección General Participación Ciudadana y Cercanía prestó colaboración al área competente para el diseño y/o implementación de la/s herramienta/s de participación ciudadana.",2570,13,N/C,N/C,N/C
7/02/2022,N/C,Sorteo,Argentina Open_1,Presencial,Secretaría de Deportes,N/C,Olleros 1510,14,"El objetivo fue que los ciudadanos y ciudadanas que así lo deseen, pudieran participar en diferentes actividades que se llevaron a cabo en el marco del evento “Argentina Open 2022”
La Dirección General Participación Ciudadana y Cercanía prestó colaboración al área competente para el diseño y/o implementación de la/s herramienta/s de participación ciudadana.",5.583,3,N/C,N/C,N/C
9/02/2022,N/C,Reunión,Seguridad Vial - Reunión 1,Virtual,"Dirección General Diseño e Implementación, de la Subsecretaría Planificación de la Movilidad",N/C,N/C,Todas,"El objeto fue generar una herramienta de participación ciudadana en la cual los ciudadanos y las ciudadanas, pudieran expresar sus opiniones respecto de la seguridad vial en la ciudad.La Dirección General Participación Ciudadana y Cercanía prestó colaboración al área competente para el diseño y/o implementación de la/s herramienta/s de participación ciudadana.",492,136,N/C,N/C,N/C
9/02/2022,N/C,Sorteo,Argentina Open_2,Presencial,Secretaría de Deportes,N/C,Olleros 1510,14,"El objetivo fue que los ciudadanos y ciudadanas que así lo deseen, pudieran participar en diferentes actividades que se llevaron a cabo en el marco del evento “Argentina Open 2022”
La Dirección General Participación Ciudadana y Cercanía prestó colaboración al área competente para el diseño y/o implementación de la/s herramienta/s de participación ciudadana.",5.583,3,N/C,N/C,N/C
9/02/2022,N/C,Sorteo,Argentina Open_3,Presencial,Secretaría de Deportes,N/C,Olleros 1510,14,"El objetivo fue que los ciudadanos y ciudadanas que así lo deseen, pudieran participar en diferentes actividades que se llevaron a cabo en el marco del evento “Argentina Open 2022”
La Dirección General Participación Ciudadana y Cercanía prestó colaboración al área competente para el diseño y/o implementación de la/s herramienta/s de participación ciudadana.",5.583,3,N/C,N/C,N/C
10/02/2022,N/C,Reunión,Seguridad Vial - Reunión 2,Virtual,"Dirección General de Diseño e Implementación - Subsecretaría Planificación de la Movilidad, en la órbita de la Secretaría
Transporte y Obras Públicas",N/C,N/C,Todas,"El objeto fue generar una herramienta de participación ciudadana en la cual los ciudadanos y las ciudadanas, pudieron intercambiar ideas en espacios de diálogo respecto de la Seguridad Vial en la Ciudad.
La Dirección General Participación Ciudadana y Cercanía prestó colaboración al área competente para el diseño y/o implementación de la/s herramienta/s de participación ciudadana.",122,40,N/C,N/C,N/C
11/02/2022,N/C,Reunión,Maratón de ideas_cultura_1,Presencial,Dirección General Antropología Urbana,N/C,Agustín R. Caffarena 1,4,"El objetivo fue generar espacios de participación donde los niños y niñas pudieran intercambiar opiniones e ideas sobre cultura.
La Dirección General Participación Ciudadana y Cercanía prestó colaboración al área competente para el diseño y/o implementación de la/s herramienta/s de participación ciudadana.",301,39,N/C,N/C,N/C
11/02/2022,N/C,Reunión,Maratón de ideas_cultura_2,Presencial,Dirección General Antropología Urbana,N/C,Agustín R. Caffarena 1,4,"El objetivo fue generar espacios de participación donde los niños y niñas pudieran intercambiar opiniones e ideas sobre cultura.
La Dirección General Participación Ciudadana y Cercanía prestó colaboración al área competente para el diseño y/o implementación de la/s herramienta/s de participación ciudadana.",301,21,N/C,N/C,N/C
12/02/2022,N/C,Sorteo,Argentina Open_4,Presencial,Secretaría de Deportes,N/C,Olleros 1510,14,"El objetivo fue que los ciudadanos y ciudadanas que así lo deseen, pudieran participar en diferentes actividades que se llevaron a cabo en el marco del evento “Argentina Open 2022”
La Dirección General Participación Ciudadana y Cercanía prestó colaboración al área competente para el diseño y/o implementación de la/s herramienta/s de participación ciudadana.",5.583,3,N/C,N/C,N/C
13/02/2022,N/C,Sorteo,Argentina Open_5,Presencial,Secretaría de Deportes,N/C,Olleros 1510,14,"El objetivo fue que los ciudadanos y ciudadanas que así lo deseen, pudieran participar en diferentes actividades que se llevaron a cabo en el marco del evento “Argentina Open 2022”
La Dirección General Participación Ciudadana y Cercanía prestó colaboración al área competente para el diseño y/o implementación de la/s herramienta/s de participación ciudadana.",5.583,1,N/C,N/C,N/C
15/02/2022,N/C,Reunión,Seguridad Vial - Reunión 3,Virtual,"Dirección General Diseño e Implementación, de la Subsecretaría Planificación de la Movilidad, en la órbita de la Secretaría
Transporte y Obras Públicas",N/C,N/C,Todas,"El objeto fue generar una herramienta de participación ciudadana en la cual los ciudadanos y las ciudadanas, pudieron intercambiar ideas en espacios de diálogo respecto de la Seguridad Vial en la Ciudad.
La Dirección General Participación Ciudadana y Cercanía prestó colaboración al área competente para el diseño y/o implementación de la/s herramienta/s de participación ciudadana.",128,24,N/C,N/C,N/C
17/02/2022,N/C,Experiencia,Experiencia BA - División de canes,Presencial,"Dirección General Articulación Comunal y Participación Ciudadana en Comisarías de la Subsecretaría
Prevención y Vinculación Ciudadana en Seguridad",N/C,Itaqui 2604,8,"El objetivo fue que los ciudadanos y
ciudadanas pudieran conocer el entrenamiento canino en el Instituto Superior de Seguridad Pública",1.124,28,N/C,N/C,N/C
21/02/2022,N/C,Relevamiento de opinión,Relevamiento de opinión - Parque de Innovación,Bimodal,"Unidad de Proyectos Especiales Parque de la Innovación dependiente del Ministerio de Desarrollo Económico y
Producción",N/C,Avenida Udaondo 1370,Todas,"El objeto fue generar una herramienta de participación ciudadana en la cual los ciudadanos y las ciudadanas, pudieran expresar sus opiniones
respecto al Parque de Innovación.

La Dirección General Participación Ciudadana y Cercanía prestó colaboración al área competente para el diseño y/o implementación de la/s herramienta/s de participación ciudadana.
",N/C,N/C,N/C,911,N/C
23/02/2022,N/C,Reunión,Calles Verdes_Vera,Virtual,"Dirección General
Regeneración Urbana en la órbita de la Subsecretaría Paisaje Urbano",N/C,N/C,Todas,"El objetivo fue generar una herramienta de participación ciudadana en la cual los ciudadanos y ciudadanas, pudieran intercambiar ideas en un espacio de diálogo respecto al proyecto “Calles verdes”.
La Dirección General Participación Ciudadana y Cercanía prestó colaboración al área competente para el diseño y/o implementación de la/s herramienta/s de participación ciudadana.",114,21,N/C,N/C,N/C
25/02/2022,N/C,Voluntariado,Jornada de Voluntariado en FIBA,Presencial,Subsecretaría Gestión Cultural,N/C,Florida y Lavalle,1,"El objeto fue que los ciudadanos y ciudadanas pudieran participar como voluntarios en la edición 2022 del Festival Internacional de Buenos Aires “FIBA""organizada por la Dirección General Festivales y Eventos Centrales de la Subsecretaría Gestión Cultural.",2.014,16,N/C,N/C,N/C
10/03/2022,N/C,Reunión,Calles Verdes_Triunvirato,Virtual,"Dirección General
Regeneración Urbana en la órbita de la Subsecretaría Paisaje Urbano",N/C,N/C,Todas,"El objetivo fue generar una herramienta de participación ciudadana en la cual los ciudadanos y ciudadanas, pudieran intercambiar ideas en un espacio de diálogo respecto al proyecto “Calles verdes”.
La Dirección General Participación Ciudadana y Cercanía prestó colaboración al área competente para el diseño y/o implementación de la/s herramienta/s de participación ciudadana.",273,40,N/C,N/C,N/C
17/03/2022,N/C,Experiencia,Experiencia BA - DOEM,Presencial,"Dirección General Articulación Comunal y Participación Ciudadana en Comisarías de la Subsecretaría
Prevención y Vinculación Ciudadana en Seguridad.",N/C, Ana Díaz 5455 ,8,"El objeto fue realizar un recorrido con
ciudadanos y ciudadanas por la División Operaciones Especiales Metropolitanas “DOEM”",686,33,N/C,N/C,N/C
21/03/2022,N/C,Relevamiento de opinión,Relevamiento de opinión sobre la donación voluntaria de sangre,Virtual,"Dirección General
Hospitales dependiente de la Subsecretaría Atención Hospitalaria del Ministerio de Salud",N/C,N/C,Todas,"El objeto fue generar una herramienta de participación ciudadana en la cual los ciudadanos y las ciudadanas, pudieran expresar sus opiniones
respecto de la donación de sangre.
La Dirección General Participación Ciudadana y Cercanía prestó colaboración al área competente para el diseño y/o implementación de la/s herramienta/s de participación ciudadana.",N/C,N/C,N/C,617,N/C
22/03/2022,N/C,Experiencia,Experiencia BA - Centro de Monitoreo y Gestión de Movilidad,Presencial,Secretaria de Transporte y Obras públicas,N/C,Dr. Prof. Pedro Chutro 2928,4,El objeto fue realizar una visita con ciudadanos y ciudadanas por el “Centro de Monitoreo y Gestión de Movilidad”,52,20,N/C,N/C,N/C
22/03/2022,N/C,Experiencia,Experiencia BA - Centro de reciclaje,Presencial,Dirección General Reciclado y Economía Circular dependiente de la Subsecretaría Higiene Urbana en la órbita del Ministerio de Espacio Público e Higiene Urbana,N/C,"Ana María Janer 2750
",8,El objeto fue realizar un recorrido con ciudadanos y ciudadanas por el Centro de Reciclaje de la Ciudad.,103,19,N/C,N/C,N/C
23/03/2022,N/C,Experiencia,Experiencia BA - Torre Monumental,Presencial,"Dirección General Patrimonio, Museos y Casco Histórico dependiente de la Subsecretaría Gestión Cultural",N/C,Av. Dr. José María Ramos Mejía 1315,1,El objeto fue realizar una visita con ciudadanos y ciudadanas por la “Torre Monumental”,5.667,24,N/C,N/C,N/C
28/03/2022,N/C,Experiencia,Experiencia BA - Operaciones Motorizadas,Presencial,Dirección General Articulación Comunal y Participación Ciudadana en Comisarías dependiente de la Subsecretaría de Prevención y Vinculación Ciudadana en Seguridad,N/C,Belgrano 3100,3,"El objeto fue realizar una visita con ciudadanos y ciudadanas por el “Centro de Operaciones Motorizadas de la Policía de la Ciudad”
",1.208,25,N/C,N/C,N/C
29/03/2022,N/C,Experiencia,Experiencia BA - Centro de Monitoreo Urbano,Presencial,Dirección General Articulación Comunal y Participación Ciudadana en Comisarías dependiente de la Subsecretaría de Prevención y Vinculación Ciudadana en Seguridad,N/C,Av. Jorge Newbery 4218,15,El objeto fue realizar visitas con ciudadanos y ciudadanas por el “Centro de Monitoreo Urbano”,229,12,N/C,N/C,N/C
